TELEMETRY_ID,DEVICE_ID,CAR_ID,RENTAL_ID,TIMESTAMP,LATITUDE,LONGITUDE,SPEED_KMH,ACCELERATION_MS2,BRAKE_PRESSURE_BAR,FUEL_LEVEL_PCT,BATTERY_VOLTAGE,ENGINE_TEMP_C,ODOMETER_KM,EVENT_TYPE,CREATED_AT
13100098,491,516,131,2025-10-26T22:12:28,33.789996,-7.6487878,0.0,-0.041,0.46,96.45,12.22,51.37,12053,IDLE,2025-10-26T21:23:22.365488
13100099,491,516,131,2025-10-26T22:12:58,33.7898214,-7.6490921,4.09,0.038,0.27,96.82,13.67,92.36,12054,DRIVING,2025-10-26T21:23:22.365488
13100100,491,516,131,2025-10-26T22:13:28,33.7898214,-7.6490921,0.0,-0.038,0.11,96.8,12.21,49.4,12054,IDLE,2025-10-26T21:23:22.365488
13100101,491,516,131,2025-10-26T22:13:58,33.7896476,-7.6497925,8.09,0.075,0.0,96.1,14.29,103.86,12055,DRIVING,2025-10-26T21:23:22.365488
13100102,491,516,131,2025-10-26T22:14:28,33.7886693,-7.650933,18.14,0.093,0.76,95.32,13.67,108.11,12055,RAPID_ACCEL,2025-10-26T21:23:22.365488
13100103,491,516,131,2025-10-26T22:14:58,33.7876149,-7.6523574,21.12,0.028,0.43,95.01,13.8,97.03,12056,DRIVING,2025-10-26T21:23:22.365488
13100104,491,516,131,2025-10-26T22:15:28,33.7865451,-7.6534729,18.86,-0.021,0.61,96.5,13.93,90.6,12056,DRIVING,2025-10-26T21:23:22.366487
13100105,491,516,131,2025-10-26T22:15:58,33.7855748,-7.6546932,18.7,-0.001,0.25,96.61,14.09,102.91,12057,DRIVING,2025-10-26T21:23:22.366487
13100106,491,516,131,2025-10-26T22:16:28,33.7845433,-7.6562193,21.78,0.029,1.9,97.03,14.15,97.06,12057,DRIVING,2025-10-26T21:23:22.366487
13100107,491,516,131,2025-10-26T22:16:58,33.7830579,-7.657638,25.26,0.032,0.7,95.59,13.85,91.37,12058,DRIVING,2025-10-26T21:23:22.366487
13100108,491,516,131,2025-10-26T22:17:28,33.7818099,-7.6592824,24.65,-0.006,1.28,96.99,14.16,97.43,12058,DRIVING,2025-10-26T21:23:22.366487
13100109,491,516,131,2025-10-26T22:17:58,33.7810627,-7.6613762,25.23,0.005,0.67,96.21,14.47,94.85,12059,DRIVING,2025-10-26T21:23:22.366487
13100110,491,516,131,2025-10-26T22:18:28,33.7800954,-7.6637343,29.11,0.036,1.24,96.95,13.55,96.93,12060,DRIVING,2025-10-26T21:23:22.366487
13100111,491,516,131,2025-10-26T22:18:58,33.7794959,-7.6666517,33.27,0.039,2.48,95.2,14.05,93.05,12060,DRIVING,2025-10-26T21:23:22.366487
13100112,491,516,131,2025-10-26T22:19:28,33.778853,-7.6698553,36.49,0.03,2.51,96.45,13.74,99.13,12061,DRIVING,2025-10-26T21:23:22.366487
13100113,491,516,131,2025-10-26T22:19:58,33.778533,-7.6723688,28.15,-0.077,2.2,96.32,13.61,102.62,12061,DRIVING,2025-10-26T21:23:22.366487
13100114,491,516,131,2025-10-26T22:20:28,33.77854,-7.6746048,24.76,-0.031,0.79,94.64,13.92,100.58,12062,DRIVING,2025-10-26T21:23:22.366487
13100115,491,516,131,2025-10-26T22:20:58,33.7779618,-7.6772242,30.01,0.049,0.29,95.66,14.38,113.91,12062,RAPID_ACCEL,2025-10-26T21:23:22.366487
13100116,491,516,131,2025-10-26T22:21:28,33.7778269,-7.6803222,34.35,0.04,2.34,95.49,14.32,97.62,12063,DRIVING,2025-10-26T21:23:22.366487
13100117,491,516,131,2025-10-26T22:21:58,33.7776775,-7.6835572,35.87,0.014,0.9,95.23,13.95,102.98,12063,DRIVING,2025-10-26T21:23:22.366487
13100118,491,516,131,2025-10-26T22:22:28,33.7771068,-7.6864529,32.95,-0.027,2.95,95.51,13.69,94.83,12064,DRIVING,2025-10-26T21:23:22.366487
13100119,491,516,131,2025-10-26T22:22:58,33.7762,-7.6887176,27.83,-0.047,1.63,95.16,14.21,101.17,12064,DRIVING,2025-10-26T21:23:22.366487
13100120,491,516,131,2025-10-26T22:23:28,33.774964,-7.6909073,29.31,0.014,0.64,94.04,13.54,97.43,12065,DRIVING,2025-10-26T21:23:22.366487
13100121,491,516,131,2025-10-26T22:23:58,33.7739215,-7.6930362,27.36,-0.018,1.08,96.43,14.41,91.5,12066,DRIVING,2025-10-26T21:23:22.366487
13100122,491,516,131,2025-10-26T22:24:28,33.7729228,-7.6953921,29.28,0.018,0.02,96.61,13.84,104.54,12066,DRIVING,2025-10-26T21:23:22.366487
13100123,491,516,131,2025-10-26T22:24:58,33.771572,-7.6974872,29.36,0.001,1.25,93.93,13.82,95.7,12067,DRIVING,2025-10-26T21:23:22.366487
13100124,491,516,131,2025-10-26T22:25:28,33.7710224,-7.6998442,27.1,-0.021,2.46,96.69,14.5,103.81,12067,DRIVING,2025-10-26T21:23:22.366487
13100125,491,516,131,2025-10-26T22:25:58,33.7705165,-7.7019732,24.52,-0.024,0.51,94.55,14.19,96.66,12068,DRIVING,2025-10-26T21:23:22.367489
13100126,491,516,131,2025-10-26T22:26:28,33.7705165,-7.7019732,0.0,-0.227,0.0,94.79,12.26,47.5,12068,IDLE,2025-10-26T21:23:22.367489
13100127,491,516,131,2025-10-26T22:26:58,33.7700421,-7.7030182,13.18,0.122,1.18,96.7,13.88,99.14,12069,DRIVING,2025-10-26T21:23:22.367489
13100128,491,516,131,2025-10-26T22:27:28,33.7690717,-7.7050182,25.64,0.115,1.68,96.04,14.17,96.89,12069,DRIVING,2025-10-26T21:23:22.367489
13100129,491,516,131,2025-10-26T22:27:58,33.7676331,-7.7073751,32.38,0.062,1.84,96.46,14.09,95.18,12070,DRIVING,2025-10-26T21:23:22.367489
13100130,491,516,131,2025-10-26T22:28:28,33.7662411,-7.7097821,32.47,0.001,0.85,95.38,13.61,102.8,12070,DRIVING,2025-10-26T21:23:22.367489
13100131,491,516,131,2025-10-26T22:28:58,33.765076,-7.7124913,33.78,0.012,3.14,93.67,14.16,104.67,12071,DRIVING,2025-10-26T21:23:22.367489
13100132,491,516,131,2025-10-26T22:29:28,33.765076,-7.7124913,0.0,-0.313,2.15,94.21,12.56,59.47,12072,IDLE,2025-10-26T21:23:22.367489
13100133,491,516,131,2025-10-26T22:29:58,33.7650782,-7.7137836,14.31,0.133,0.9,94.41,13.72,102.03,12072,DRIVING,2025-10-26T21:23:22.367489
13100134,491,516,131,2025-10-26T22:30:28,33.7646145,-7.7164066,29.69,0.142,0.64,94.13,14.4,113.86,12073,RAPID_ACCEL,2025-10-26T21:23:22.367489
13100135,491,516,131,2025-10-26T22:30:58,33.7631705,-7.7182138,27.76,-0.018,1.08,94.62,14.25,94.43,12073,DRIVING,2025-10-26T21:23:22.367489
13100136,491,516,131,2025-10-26T22:31:28,33.7617957,-7.7200761,27.58,-0.002,1.74,93.79,13.77,97.53,12074,DRIVING,2025-10-26T21:23:22.367489
13100137,491,516,131,2025-10-26T22:31:58,33.7605194,-7.7230438,37.0,0.087,1.27,94.73,13.62,109.59,12074,RAPID_ACCEL,2025-10-26T21:23:22.367489
13100138,491,516,131,2025-10-26T22:32:28,33.7605194,-7.7230438,0.0,-0.343,0.49,93.57,12.59,54.48,12075,IDLE,2025-10-26T21:23:22.367489
13100139,491,516,131,2025-10-26T22:32:58,33.7603314,-7.7239963,10.84,0.1,1.72,96.66,14.17,96.82,12075,DRIVING,2025-10-26T21:23:22.367489
13100140,491,516,131,2025-10-26T22:33:28,33.7595247,-7.7251924,17.06,0.058,2.21,93.64,13.53,93.51,12076,DRIVING,2025-10-26T21:23:22.367489
13100141,491,516,131,2025-10-26T22:33:58,33.7589766,-7.7269572,20.86,0.035,0.0,94.15,14.2,96.96,12076,DRIVING,2025-10-26T21:23:22.367489
13100142,491,516,131,2025-10-26T22:34:28,33.7589766,-7.7269572,0.0,-0.193,0.01,97.01,12.25,59.92,12077,IDLE,2025-10-26T21:23:22.367489
13100143,491,516,131,2025-10-26T22:34:58,33.7587324,-7.7273581,5.5,0.051,0.9,94.78,14.45,101.15,12078,DRIVING,2025-10-26T21:23:22.367489
13100144,491,516,131,2025-10-26T22:35:28,33.7582469,-7.7280959,10.42,0.046,0.64,93.12,14.12,102.51,12078,DRIVING,2025-10-26T21:23:22.367489
13100145,491,516,131,2025-10-26T22:35:58,33.7582469,-7.7280959,0.0,-0.096,0.71,95.62,12.54,59.01,12079,IDLE,2025-10-26T21:23:22.367489
13100146,491,516,131,2025-10-26T22:36:28,33.7578063,-7.7284857,7.29,0.067,1.64,92.98,13.78,90.91,12079,DRIVING,2025-10-26T21:23:22.367489
13100147,491,516,131,2025-10-26T22:36:58,33.7566244,-7.7291521,17.39,0.094,2.42,96.52,14.47,99.59,12080,DRIVING,2025-10-26T21:23:22.367489
13100148,491,516,131,2025-10-26T22:37:28,33.7548363,-7.731144,32.46,0.14,1.69,94.79,13.71,101.48,12080,DRIVING,2025-10-26T21:23:22.368561
13100149,491,516,131,2025-10-26T22:37:58,33.753461,-7.7354837,51.43,0.176,2.32,92.73,14.48,106.71,12081,RAPID_ACCEL,2025-10-26T21:23:22.368561
13100150,491,516,131,2025-10-26T22:38:28,33.7524506,-7.7416295,69.38,0.166,4.84,95.2,13.86,91.98,12081,DRIVING,2025-10-26T21:23:22.368561
13100151,491,516,131,2025-10-26T22:38:58,33.7523763,-7.7473558,63.43,-0.055,4.89,95.74,13.61,96.31,12082,DRIVING,2025-10-26T21:23:22.368561
13100152,491,516,131,2025-10-26T22:39:28,33.7507465,-7.7531662,67.91,0.041,11.36,94.75,13.54,112.01,12082,HARSH_BRAKE,2025-10-26T21:23:22.368561
13100153,491,516,131,2025-10-26T22:39:58,33.7499823,-7.7598068,74.25,0.059,5.21,95.24,13.93,102.71,12083,DRIVING,2025-10-26T21:23:22.368561
13100154,491,516,131,2025-10-26T22:40:28,33.751776,-7.7670665,83.88,0.089,2.81,96.52,13.57,99.12,12084,DRIVING,2025-10-26T21:23:22.368561
13100155,491,516,131,2025-10-26T22:40:58,33.7533934,-7.7739794,79.53,-0.04,14.84,93.4,14.01,106.91,12084,HARSH_BRAKE,2025-10-26T21:23:22.368561
13100156,491,516,131,2025-10-26T22:41:28,33.7517281,-7.781303,84.09,0.042,4.12,92.35,14.22,101.53,12085,DRIVING,2025-10-26T21:23:22.368561
13100157,491,516,131,2025-10-26T22:41:58,33.7511399,-7.7890011,85.62,0.014,4.65,93.85,14.23,95.98,12085,DRIVING,2025-10-26T21:23:22.368561
13100158,491,516,131,2025-10-26T22:42:28,33.7497154,-7.7964469,84.62,-0.009,3.28,95.06,13.57,103.84,12086,DRIVING,2025-10-26T21:23:22.368561
